token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59
278,content,-0.1097272,-0.2519525,0.067843735,-0.32651728,-0.04486798,-0.32709348,0.087731004,-0.10977915,0.16856477,0.061693903,0.08395909,-0.15839142,0.1760485,0.059977885,-0.07935271,-0.094348766,-0.24944977,0.17361197,0.07229849,0.11266287,-0.04230679,0.014010673,0.2553854,-0.0071529597,-0.033380188,0.16942413,0.077504456,0.14937472,0.020373026,0.087603614,-0.06100933,0.13762644,0.020477282,-0.038957953,-0.10686958,-0.038184773,0.0041354853,0.13657002,-0.14214367,0.11779831,-0.12554985,0.16554601,-0.1102709,-0.26665145,0.01694159,0.036732152,0.05811189,-0.13296878,-0.05911042,0.22325273,-0.018075012,-0.061455216,0.11962343,0.09722077,-0.13402241,-0.012737452,0.075274825,0.20626473,-0.03494481,-0.15634926
279,content,0.12429767,0.07059167,-0.16751717,0.46972418,-0.14681515,-0.35776246,-0.39453617,-0.46524274,-0.65544057,-0.084341295,-0.17776023,0.26128,0.19664198,0.079288684,0.09512361,-0.03524464,-0.37053007,0.2668213,0.30141112,0.32673287,0.2137754,0.3320631,-0.033507895,-0.21903293,0.11869916,-0.09299052,0.60063577,-0.01115719,0.38604835,0.17904948,0.0071264454,0.021565404,0.019394968,-0.034960475,-0.05706149,0.029815806,-0.01805578,-0.025531419,0.10035652,0.037802234,0.015690893,-0.005869833,0.24028657,0.19711052,0.07755097,-0.24928232,0.22117488,-0.11873191,-0.24096347,-0.41540992,-0.18091364,-0.044128757,-0.11286573,-0.14022557,-0.16739063,-0.39570677,-0.13604826,-0.13024041,0.054975227,0.15443954
280,content,0.4771475,0.09833538,-0.061271325,0.42423677,0.23604615,0.5232649,-0.8175488,-0.5771355,0.13703072,-0.5476064,0.14621365,0.006656629,-0.52166754,-0.39540195,0.6470323,-0.49729747,-0.4374627,0.15022139,0.08333497,0.25742215,0.35126823,-0.64156365,0.20464875,0.11287556,-0.24388276,0.22227299,-0.13937743,-0.40703428,0.9622214,0.21132398,0.06518113,0.023257297,0.09017158,-0.04881237,0.08818564,0.016477043,0.057291124,0.11443441,-0.014688292,-0.031212915,-1.1768837,0.35672402,-0.3655558,-0.2769999,0.491812,0.4257399,-0.88620144,0.14811108,-0.52796394,0.45332846,0.10018956,0.020835726,-0.06618795,0.05851347,0.11059659,0.016601112,0.091055945,0.50284266,-0.0017265071,0.016504556
281,function,0.05919199,-0.08975796,-0.16836879,-0.14057437,0.14867537,-0.24956775,0.10139072,0.14793925,-0.08956183,-0.0020042465,0.30190963,0.034348164,0.052221842,0.19304526,-0.061187956,-0.19545193,-0.30708072,-0.17883429,0.06645048,-0.1587895,0.0018564131,0.17968939,-0.24394673,0.06147349,0.027611203,-0.14197163,-0.13172017,-0.02741383,0.14194891,-0.016001582,0.20734262,-0.1706399,0.09379254,-0.092607886,-0.079024106,-0.17348668,0.04504747,0.13179167,-0.10862729,0.0056465897,-0.15540142,0.12025266,-0.08818152,0.15031773,0.017442588,-0.08332926,0.1694994,0.096440755,0.45237023,0.009735272,0.104536235,-0.09468256,-0.07708657,0.049740143,-0.14681232,-0.07879483,-0.06383526,-0.06994377,-0.028254423,0.13376066
282,content,0.0070114927,-0.09266093,0.040875506,-0.09436949,0.28424802,0.3545313,-0.16799195,-0.071307346,-0.15210584,-0.019642208,-0.023123676,-0.045998555,-0.2617707,0.4505523,-0.16934127,-0.122060135,-0.2890716,0.12743028,-0.08294194,-0.29830548,0.20505418,-0.014579762,0.076995835,-0.3713357,-0.1623539,-0.06381266,-0.03946796,-0.09485782,0.07367655,0.12061614,0.096038096,0.24658038,0.10983584,0.038981076,-0.02680474,0.25177157,0.03570919,0.25345078,0.096418284,0.09187844,0.21646413,0.073483236,-0.06736634,-0.095531784,0.1588581,0.076989755,0.027376255,-0.13742404,-0.020148253,0.34189254,-0.0023333668,0.1934517,-0.18494524,0.13368255,-0.078773186,-0.09690237,0.19236892,0.26120722,0.07936291,0.09430123
283,content,-0.13793117,0.15545115,-0.10979652,0.12931132,0.2550528,0.20564936,0.008137517,-0.16190942,-0.0044665625,-0.16161759,0.04101975,-0.14773317,-0.3499611,0.20547418,0.22355059,-0.40236077,-0.029167835,0.22889417,0.0016089494,0.049868822,-0.050565384,-0.14431964,0.28072956,-0.019679623,-0.12656789,0.010803474,-0.06848381,-0.035925295,-0.008376127,0.19424899,0.13009395,0.24870631,0.41533145,0.081575,-0.13214909,0.13767467,0.077811636,0.37303934,0.06386822,-0.045608297,-0.15126134,0.15113401,0.12752655,0.13243659,0.31883144,0.06207527,-0.03951088,-0.2733507,-0.2993927,0.21687195,0.075045966,0.0028281328,-0.042464465,0.16704835,-0.14457694,-0.015510356,0.03340685,0.037037738,-0.24442562,0.17136939
284,function,0.02708182,0.19695488,0.08549674,-0.09046966,0.056945227,-0.06145961,0.074575365,0.059088044,0.0143356435,0.10599411,0.04910584,0.24405709,0.19998525,0.03189081,0.13160047,0.10398995,-0.17444156,0.023845565,0.02179722,-0.15670156,-0.13813342,-0.10891953,-0.18967046,-0.08855737,0.025983091,0.040930778,0.04469223,-0.095160335,0.21338968,0.04863425,0.06586229,0.0793061,-0.14577128,0.049638722,-0.052451976,-0.07123398,-0.0049178493,0.16344476,-0.1264911,-0.016288036,-0.044631187,-0.15135805,-0.06453456,0.043772664,-0.08222903,0.07833109,0.0046646986,0.081990615,-0.1607333,0.06924592,0.0077566295,-0.0124669345,0.044580016,0.083854504,0.111466184,0.0103113325,-0.009151868,-0.1109805,0.026309906,0.024124175
285,content,0.15912992,-0.1905351,-0.09347173,0.60158587,0.039670285,-0.2545361,-0.32696757,-0.20444255,-0.36856866,0.074075885,0.21636327,0.051373813,-0.1399286,0.03912988,0.09178671,-0.0044888724,-0.025417069,0.5268507,-0.17465897,0.12564214,0.11198169,0.30073088,-0.030667577,-0.04084113,0.14648935,-0.12816465,0.009240656,-0.04007493,0.29687637,0.11188192,-0.24405706,-0.08348661,-0.028362585,-0.12637404,-0.1229539,-0.09631329,-0.332961,-0.03743351,-0.43693987,-0.074728236,-0.02893205,0.16936447,0.14866005,-0.05701299,0.16292518,-0.07550016,-0.0683331,-0.124194294,0.18688266,-0.11213508,0.076563455,-0.09366804,-0.0042247316,-0.1193083,-0.14406478,-0.032419246,-0.29353842,-0.025681127,-0.040769074,-0.114843436
286,function,-0.04088037,0.042572014,-0.13302302,-0.13658181,-0.011903523,-0.0838529,0.08943656,0.05910189,0.05907478,0.058510885,0.15618849,-0.096040815,0.04968503,0.052562688,-0.028221967,0.0154570695,-0.060693976,0.04518097,0.08637401,-0.065586336,0.026585216,0.038558833,0.030416315,0.02657219,-0.055558935,-0.008569073,0.049428843,0.14387676,0.027284596,0.08458623,-0.025230125,-0.0017333432,-0.15013705,0.016971918,-0.14883786,-0.07196525,-0.015953772,0.14350455,-0.2831576,-0.008194674,-0.15766896,-0.0629751,0.13408428,0.08301667,-0.1289508,0.18497209,0.053182703,0.020113202,-0.01662054,0.2433174,-0.004606145,-0.010960672,0.006809917,0.056027483,0.0142580075,-0.018521704,0.053248134,-0.058813937,-0.028429441,-0.031240063
287,function,-0.06385856,0.07641944,-0.01160729,-0.13811632,-0.03810186,-0.19297996,0.16660358,0.08883476,0.05844297,0.17931369,0.19891414,0.0147052435,-0.110801585,-0.060900517,0.013392627,0.052665073,-0.12388104,-0.06269973,0.035444457,-0.037748404,0.11520868,0.087087035,-0.005445978,0.052315656,0.027553476,0.07075046,-0.03369657,-0.05079764,-0.028574795,-0.041909743,-0.009817338,-0.006934026,-0.20224676,-0.04563468,0.08729372,-0.08243999,-0.23806925,0.14384666,-0.032702666,0.3630251,-0.037880782,-0.011403135,0.22721462,0.10242399,0.007057489,0.081851505,0.06877085,0.011591002,0.029609662,0.0034653607,0.03630434,0.017649744,-0.08938578,-0.007926076,-0.021550551,0.017108712,0.057710957,-0.1404995,-0.0016651214,0.005187638
288,content,0.35079074,-0.52896583,0.0024368556,0.12238669,0.47827768,-0.014285123,-0.111839846,-0.2003575,-0.4449723,-0.20948014,-0.26335272,0.008332794,-0.09882255,0.19929671,-0.039462164,0.165471,0.04428438,0.22187214,0.11551995,-0.098606974,-0.06274131,0.18104309,-0.061524097,-0.046883453,0.04311824,-0.15310259,0.45639545,-0.20197335,0.31800705,-0.055456866,0.07747373,0.06853318,0.012146592,0.07889616,0.036130928,0.17111628,0.009164969,0.20541179,0.0021837282,0.068843395,0.13259318,0.21737337,-0.065349445,0.34710947,0.2411326,0.1805159,-0.10523055,-0.31825778,-0.16400427,-0.27897257,0.005695706,-0.07346076,-0.1884915,0.34592432,-0.17053393,-0.005991757,-0.19898953,0.5424372,0.029509142,-0.06385836
289,content,0.44600016,-0.23659375,-0.51703954,0.3441109,0.08001554,-0.6645371,0.81875116,-1.3208236,-0.3055413,0.36820805,0.5657198,0.3648146,-0.3938626,0.32155955,-0.58811116,-0.22793345,0.4847111,0.61847544,1.0175809,-0.7789012,0.73120266,0.63064563,0.54806006,-0.19917986,-0.41202205,-0.6220708,-0.42739627,-0.788862,1.1641831,0.73744595,0.15888095,-0.640886,-0.12458444,-0.1917319,-0.119936295,0.16394176,-0.110083684,0.14641495,-1.0114754,-0.4136287,0.6907661,-0.3160545,-0.8630389,-0.65141225,1.3287458,-0.8899017,-0.13291669,-0.089994386,0.22689697,-1.01431,0.16745022,-0.13175827,-0.44894847,-0.06751863,-0.28543046,-0.54126686,-0.3935995,0.7107652,-0.40446424,-1.1355666
290,function,-0.00489303,0.20653075,-0.057696383,-0.13515708,-0.042244356,0.0026818647,0.023587225,0.12557001,0.1290239,-0.06427251,0.026617682,0.00832879,0.0109161055,-0.08652429,-0.018879898,0.02164623,-0.1265791,0.0003188039,-0.016407534,-0.006342887,0.023425182,0.006106322,0.047847997,0.008232076,0.026498534,0.0060584694,-0.004463729,0.0010099082,-0.0877488,-0.014576851,-0.012168971,0.03192803,0.10476714,0.07849695,0.084951006,-0.13032016,0.01886411,0.22586703,-0.38589153,0.0030285707,0.087589115,0.050295036,0.030486954,-0.09558083,-0.13399754,0.11565662,-0.020128826,0.03054576,-0.07414327,0.056617472,0.03272989,-0.009062922,0.06298491,0.0016520908,-0.07958054,0.007594515,0.032919444,-0.083859414,-0.00978678,-0.03166579
291,content,0.17069481,-0.4198935,-0.15896486,-0.12571867,-0.01204702,0.029054929,-0.024959123,0.060522873,-0.28103673,-0.015210504,0.28633422,-0.039131638,-0.11429962,0.15945059,-0.046338275,-0.29719788,-0.44579118,0.42785856,0.35126472,0.1258915,0.0144102005,0.1290018,-0.08546475,-0.18851295,0.047520358,0.07683448,0.2002866,0.096805505,-0.01583967,0.21757774,-0.12629904,-0.10929224,0.026383875,-0.0011638592,-0.049783826,-0.05084106,-0.035286423,0.18751277,-0.15523449,-0.1262212,-0.13776907,0.0383806,-0.032683384,0.00934154,0.32241893,0.077277705,-0.08372612,-0.20676124,-0.11424648,0.18167691,-0.09597072,0.12160296,-0.17387493,-0.30763978,-0.08079858,0.0657883,-0.039969523,0.04353857,-0.064177126,-0.10349829
292,content,0.083205275,0.06804712,0.038461655,-0.030367738,0.18721181,-0.06031112,-0.21969536,-0.13466893,-0.08864398,0.22491354,-0.24743746,-0.016148997,-0.1986185,0.22827181,-0.2957456,-0.22372814,-0.08117416,0.114075825,-0.051335312,0.12923005,-0.24365258,-0.23228799,0.06752251,-0.015407911,0.05244221,0.40726653,0.17968343,-0.14958408,0.007949106,-0.13546209,-0.076965146,0.31044674,0.09719104,0.05292477,-0.038249552,0.071918316,0.012598616,0.2951654,0.05347801,-0.056438655,0.181156,0.0075217057,0.10591344,0.088926636,0.31633484,-0.026708465,-0.009618789,-0.07092992,-0.18248172,0.25847977,0.123909175,0.033558935,0.021353684,-0.1313501,0.053327218,0.011045025,0.047304865,0.14360207,-0.07552072,0.20178969
293,content,0.049203895,-0.15052305,-0.07782576,0.18420577,0.5664683,0.12739186,-0.37703544,-0.24010453,-0.14473262,0.0029146671,-0.066332005,-0.029053392,-0.014049318,-0.03787508,-0.10020956,0.052530084,-0.3289589,0.13450885,-0.026374945,0.44303474,-0.093426645,-0.20689915,0.21432532,0.06391064,-0.27889982,0.18554057,0.07211371,-0.07998364,0.16012268,0.07619509,0.0167399,-0.030849509,0.01398073,-0.05317319,-0.02809505,0.027080651,-0.0027409908,0.17012306,0.06667974,-0.10170989,-0.19732814,0.15964296,0.032070205,-0.101475194,0.08346566,-0.05484066,-0.18430088,0.2935372,0.11841416,0.24777956,-0.05606425,0.26091,-0.017852284,-0.02941628,-0.0025839673,-0.03411955,0.12780952,0.07607237,-0.17118913,0.039323185
294,content,0.27691165,0.19964741,-0.12191955,0.7462131,0.09632546,-0.17910917,-0.23578294,-0.43511412,-0.64470434,-0.48504403,-0.23399821,-0.64117754,0.039033897,-0.13284868,0.21768247,0.10841773,0.4440521,-0.0039897896,-0.033290155,-0.3590381,-0.7636674,-0.2957046,-0.57372946,-0.0030824696,0.44916824,0.23736243,-0.015718943,0.31361586,0.27490425,-0.2954442,0.029974137,-0.15407494,-0.03806225,0.08365881,0.03877193,-0.13222755,0.018818328,-0.12757424,0.0058762734,-0.18391512,0.03495212,0.13537167,0.23215815,0.45525974,-0.24366137,0.08461623,0.18447338,-0.58656514,0.30305558,-0.31599805,-0.11371265,-0.08251655,0.5002408,0.13398592,-0.08588431,0.16155097,-0.44188604,0.079844095,0.16073328,-0.4421578
295,content,0.18128698,-0.35175836,0.0051842434,-0.080503225,0.012863266,-0.1300874,-0.17461686,-0.59638053,-0.0839602,0.05190876,0.040309984,0.13203391,-0.12007975,0.0111830495,-0.070489824,0.011312487,-0.32986632,0.1371912,0.15624493,-0.005417953,0.2961812,-0.09418674,0.30596176,-0.043672025,-0.06295811,0.17353417,-0.09300379,0.12898213,-0.4359285,-0.29172763,0.1621558,0.25073823,0.18383542,0.16553584,0.042260874,0.15737966,0.10593016,0.2977881,0.030886063,0.070771374,-0.18884155,0.05580873,-0.047656327,0.17074274,0.29802984,0.027265534,0.10766881,0.05090955,-0.36881402,0.2894323,0.10767371,-0.02523152,-0.033933073,0.28969657,0.24067686,-0.19755203,0.11604562,0.31753758,-0.068356864,-0.06436716
296,content,0.93803316,-0.63565904,-0.5387512,1.0116949,0.92726535,0.5288062,-0.3237559,-0.22001754,-0.025602661,-0.5006602,0.3432717,0.1276651,-0.82983094,-0.21767952,0.43864214,0.08908032,-1.2399935,0.6883897,-0.65591294,-0.38930145,-0.8036997,-0.047174186,0.72170573,0.25334096,0.5697535,0.09502149,-0.20972225,0.0652526,0.2656889,0.02668542,-0.17346765,-0.4994658,-0.019868908,-0.034790736,-0.35565263,-0.013751553,-0.10848016,-0.094915785,-0.07005307,-0.1763383,-0.42635638,0.36134487,-0.22434564,-0.05348215,1.3294476,-0.45880246,0.02962377,-0.36045247,-0.6589039,0.3395224,-0.17295608,-0.0065085012,-0.1705931,-0.12040576,-0.4199659,-0.18966106,0.12213216,0.36948922,-0.03865949,0.096431136
297,content,0.044447187,0.15598787,-0.023791917,0.2692328,0.13661085,-0.11192228,0.25818592,0.20927143,0.0037103288,-0.3474848,-0.35221133,0.105407186,0.10126388,-0.117475465,0.30922094,-0.077677384,-0.32693,-0.13341387,-0.28452137,0.075175114,-0.013800182,-0.09478704,0.03280324,-0.5178482,0.27468485,-0.1490851,0.029840067,-0.063813835,0.33072454,0.38848567,0.12717338,-0.07186535,-0.037632056,-0.6101399,-0.002295809,-0.037526987,-0.041561756,0.1707323,-0.21849653,-0.11888701,0.32447076,-0.30798405,0.1044361,0.15120484,-0.11909385,0.3299716,-0.21402377,0.26356947,0.19711699,0.29283205,-0.12123194,0.03806564,0.32096466,-0.088087045,-0.18655032,0.025356952,-0.13538688,-0.03676172,-0.21378131,0.05383221
298,content,0.24064839,-0.5616557,-0.15391321,0.010015422,0.06201175,0.10428373,-0.22693877,-0.32378012,0.21412185,0.026668668,-0.18206227,-0.09183922,-0.0286929,-0.25762707,0.14347008,0.043856286,-0.09899022,-0.21317872,0.45236275,0.28866902,0.0049403594,-0.07997902,-0.047686566,-0.345378,0.2555059,0.31271416,-0.012363537,-0.17191619,0.06648881,0.33611935,-0.013396374,0.15304649,0.106625035,0.08552798,-0.008335467,0.0020351864,0.17633939,0.36409354,0.008061576,-0.031890932,0.06176403,0.16498221,0.18108644,0.07024182,-0.018173022,0.014961905,0.2758719,-0.19526637,-0.4755549,0.17093766,0.14415468,0.16112308,0.20349185,0.20070998,-0.0819408,-0.13310641,-0.17408629,0.13385208,-0.14452392,-0.3607196
299,content,0.40396,0.13941066,-0.07918643,0.59089565,0.24222161,-0.08315068,-0.11027131,-0.35681492,-0.48877028,-0.21301673,0.2568592,-0.029658617,-0.1484795,-0.18576737,0.2993651,-0.051028892,-0.1987237,-0.008320154,0.21712464,-0.05922931,-0.17162862,0.13588193,0.28365207,-0.08779858,-0.0012920339,-0.2511941,0.14989538,0.3376471,0.039906483,-0.21850255,0.04479953,-0.12022269,-0.09270173,-0.17365946,-0.04406545,-0.1086823,-0.07323587,0.10157107,-0.092713505,-0.044081055,0.5058103,-0.093605876,0.41370636,-0.10804121,0.21973757,-0.2102811,0.015858674,-0.092443675,0.3032985,-0.09471336,0.077188805,-0.04015018,-0.048124723,0.04817049,-0.2077686,0.068610325,-0.040796995,0.18071385,0.012576655,-0.11040456
300,content,0.07236519,-0.16073857,-0.29111716,0.8044069,0.8191672,-0.08172359,0.17076065,-0.09626599,-0.18963085,-0.32487136,-0.20806877,0.034422427,-0.14101689,-0.11911283,0.2570979,-0.1389022,-0.21041441,0.13373102,0.110423125,-0.26749828,-0.19893439,-0.020906122,0.19626258,-0.121808305,0.00953203,-0.35304752,0.23004526,0.26802412,0.21257246,0.37712297,-0.019401735,0.046306673,0.04178163,-0.038315088,0.00588333,0.06680773,0.13433687,0.0396979,-0.029634008,-0.033495933,-0.23039594,-0.24426515,0.09322623,0.31893945,-0.1079488,-0.0448596,0.17970382,-0.051042788,0.031767596,-0.3196872,-0.13660523,-0.08846593,-0.003810706,0.15490463,0.09935586,-0.30680323,-0.5564164,-0.09484896,0.0061520007,0.050474852
301,content,-0.21145904,-0.24110252,-0.38733846,0.098816276,0.37967992,0.30424485,0.13724296,0.12559685,-0.2565155,-0.0969576,0.071728736,-0.7376281,-0.1938186,0.14792807,0.36239862,0.025482716,-0.5322335,-0.6394641,-0.11863707,0.7167102,-0.103488,0.25258207,0.20889239,0.018762566,0.018921647,0.2563001,0.35352048,-0.08575206,0.21803032,0.32157385,-0.06894063,0.111583345,-0.41451108,0.044690035,-0.07585888,0.16714992,0.23019202,0.4962091,0.1438512,0.0863156,0.19452958,0.4457388,0.024001723,-0.42934304,-0.22226687,0.061788604,-0.20271604,-0.51533115,-0.023635194,-0.803723,-0.010636933,0.1450155,-0.07950224,-0.34200007,-0.109827854,-0.100195475,-0.059706092,0.44998425,-0.018322794,0.19090952
302,content,0.16707592,0.023909768,-0.16560036,0.8830633,0.32884294,-0.15471984,-0.18365835,-0.49228227,-0.14873512,0.7274448,0.15821129,-0.053696185,-0.15944938,-0.20621851,-0.19536428,0.27291235,-0.02478576,-0.26579663,-0.07103174,-0.24384825,-0.17515707,0.08964877,0.07571674,-0.008987025,0.065226324,0.004409705,-0.084004425,0.22650568,0.23642537,-0.30965707,0.12605259,0.106656075,0.11891429,0.17648548,0.15552852,-0.122804455,0.036383785,-0.08780331,0.019276405,0.10084374,-0.3278096,0.23922127,-0.06413787,0.17285785,0.037800804,-0.017925085,-0.27066305,-0.2129538,0.13327442,0.21290316,0.012885028,0.013495187,-0.3322045,-0.03404671,0.032989535,-0.22424874,-0.1081242,0.4657806,0.07733039,-0.06279372
303,content,0.27312532,0.24257216,-0.08708479,0.48738867,0.5005574,0.19966999,0.2622553,-0.34245402,0.44118264,-0.2655049,-0.16486551,0.52969474,0.18854062,-0.17141084,0.24901538,0.15203072,-0.71992844,-0.14145485,0.17243774,-0.3649437,-0.027327975,-0.29044765,0.06441146,-0.28123698,-0.08503841,0.26088923,0.36891472,-0.17062594,0.28766516,-0.22432047,0.07162056,0.056495644,0.004940902,0.057139106,0.23076808,0.1248551,0.025476184,0.146005,0.03252879,-0.03565033,-0.31442937,0.20676613,-0.16811186,-0.3860484,0.12905073,-0.07455846,0.1349598,0.20653151,0.22992401,-0.536086,-0.24050827,0.27220726,0.13392888,0.05157917,-0.31150702,0.016203541,-0.08975499,-0.12517883,-0.11171203,-0.015783325
304,content,0.33885685,-0.563323,-0.046411496,0.6499421,-0.43995526,-0.44046348,-0.010866369,-0.5146226,-0.6197993,0.7220268,-0.6756056,0.09151281,0.32915974,0.21977518,0.23193763,-0.44742414,-0.5873378,0.5435971,0.22944307,-0.012822277,0.11924597,0.26445547,0.10588553,-0.36909175,-0.10683674,0.07840201,0.2276974,0.3147721,0.09796733,-0.3613274,-0.1196473,-0.06516134,-0.04366604,-0.15347216,-0.12273558,-0.03960322,-0.19763067,0.08719536,0.005190894,-0.24512605,0.35394642,0.08068176,0.2749806,-0.0027933172,0.23447894,0.27907473,-0.06000619,-0.048514996,-0.25430936,0.3007173,0.109130375,0.15513013,-0.17758693,0.10357261,-0.1542211,-0.058274735,-0.1941265,0.51774305,0.021402318,0.33015892
305,content,0.36150205,-0.12177922,-0.33413652,0.4581417,0.05327744,0.15210512,0.10313201,-0.23033506,-0.2925291,-0.08672745,-0.06300059,0.2427909,-0.3833788,0.07864893,0.17257822,0.11456569,-0.31325057,0.08050276,0.28054976,-0.1817905,-0.095235094,0.05462157,-0.087687105,0.10403899,-0.23545396,-0.076503724,-0.010272752,-0.20293266,0.19866753,0.033034056,0.0139232045,-0.020517977,0.10275433,0.022307971,-0.024013523,0.04179761,-0.009198267,0.15173467,0.0321836,0.0192765,-0.14203246,-0.03845556,-0.22192593,0.23333526,0.27859756,-0.028408764,0.035776634,0.09076358,0.1915026,0.09381289,0.058190573,-0.06784655,0.15803029,0.023103017,-0.0575994,0.04506763,0.1411718,0.036464743,-0.10279915,0.042890858
306,content,0.066593714,0.39695498,-0.18965359,-0.288422,0.03344288,0.14608149,-0.010452092,-0.030562881,0.035823498,0.10058382,-0.03127417,0.073600344,-0.21331933,0.16022612,0.24281804,0.09824687,-0.24339183,-0.1378459,0.044842098,-0.17754203,0.042683914,-0.08478739,0.2129211,0.017984372,-0.10530931,0.0822887,-0.25936243,-0.20766677,0.3015949,-0.05888601,0.007158875,0.06521757,0.10475583,-0.02751334,0.03994986,0.010355936,-0.012547168,0.15664661,0.0074832058,-0.078501076,-0.17381829,-0.1371926,-0.10924235,0.10643439,-0.22967649,-0.17139256,0.116203986,-0.2215963,0.39562488,0.085561015,-0.19122866,0.0060695442,-0.058605433,-0.12059457,-0.07110786,-0.008755001,0.046027236,-0.006697575,-0.1155339,0.094547845
307,content,0.0035231928,0.14194506,-0.09368088,0.41250542,0.04664663,-0.12045982,0.05750448,-0.012674982,0.47588894,0.03007879,0.119987436,0.21231093,0.061934065,0.1450424,0.048628293,0.033344522,-0.080924176,-0.12670682,-0.06477409,-0.15230979,-0.24854982,0.1449556,-0.023134312,0.06384591,-0.016443113,-0.00857941,0.10155658,0.08473191,-0.037041683,0.085433915,-0.04920651,-0.065276854,0.0131714735,-0.083152585,0.008664336,-0.012783642,-0.06678565,0.17980811,-0.0982945,-0.045966864,-0.3042955,-0.07872091,-0.033958334,-0.18861802,-0.11767675,0.109024905,-0.066045,-0.066667676,0.26606253,0.033316154,-0.03129537,-0.061486986,0.009499301,0.07446944,-0.013675461,-0.008815081,-0.07819382,-0.29933417,-0.1502591,0.021271091
308,content,0.18901479,-0.19417368,-0.19352517,0.16977857,0.075780235,-0.24194144,-0.010360827,-0.5786093,0.07242537,-0.43186054,0.02039785,-0.069828,0.048794053,0.24274583,0.13217369,-0.15468201,0.20704497,-0.007288647,-0.16025677,0.42063078,-0.14832957,0.026798625,-0.13704118,0.066334285,0.068648405,-0.24412724,0.066138856,0.08609455,0.28184858,0.13768083,-0.21529019,-0.09951086,-0.093384914,-0.108124994,0.0417932,-0.05620948,-0.07726978,-0.015544588,-0.16197483,-0.042683877,-0.34193748,0.37284562,0.42081463,-0.07030934,0.112024486,0.10554904,-0.412505,-0.12704538,0.17839551,-0.5568106,-0.14147581,-0.077689834,-0.17129238,-0.12812155,0.12765025,-0.16064252,-0.45442563,0.09402233,-0.04592153,0.018996196
309,content,0.22231859,-0.015193677,-0.09859438,0.44864956,0.26867393,0.13666224,0.061189678,-0.29302105,-0.37178016,-0.14446023,0.0045988346,0.029123634,-0.069197126,0.22787862,-0.1319856,-0.054231692,-0.21516524,-0.0010061013,-0.26005307,-0.197276,-0.14291888,0.048834585,0.068360955,0.15494555,0.07571786,-0.2031539,0.15057741,0.17168565,0.35065565,0.091337934,-0.22605492,0.10664925,0.06582378,0.015516722,0.009029579,0.02247486,0.010622589,0.12633386,-0.009978899,-0.007934458,0.18521202,-0.29514536,0.08255149,0.263447,-0.12226486,0.10062465,0.10315796,-0.30144688,0.027195893,-0.16586591,0.120412596,-0.11310667,-0.10131689,-0.05256958,-0.037560087,-0.17661622,-0.19077513,0.15789364,0.047803503,0.021933086
310,content,0.17835781,-0.23351459,-0.16207133,0.6674839,0.25116074,-0.41508025,-0.09305692,0.09039459,-0.7661876,-0.5153094,-0.16397937,-0.0034192335,-0.060816653,0.27552724,-0.019663591,-0.035145972,-0.047867164,0.0368422,0.15713625,0.33151373,0.08065027,-0.07525845,0.16428283,0.1609969,0.0014163468,-0.014904254,0.1375338,0.16860826,-0.28662592,-0.14328551,0.08262868,-0.00702538,0.09169818,0.050668005,-0.17572097,-0.082193725,-0.082315944,0.1488696,-0.1684268,-0.05320605,-0.025012426,0.05598627,0.29974738,0.5792414,0.26511392,0.028877717,0.2688496,-0.23801225,0.2347905,-0.13691461,-0.25916186,-0.07223808,0.084131934,-0.19332929,-0.051125616,-0.36172953,-0.070916496,0.4597143,-0.30737284,-0.08085826
311,content,0.3333964,0.2883292,0.021952545,0.7131285,0.57806545,0.18738455,0.15188304,-0.25716215,-0.37631226,-0.492264,-0.28072795,0.13213228,0.015966767,0.009404326,-0.21405408,-0.24297461,-0.3690368,-0.24221918,0.038638193,0.09898234,-0.09499339,0.3806895,0.13253686,-0.021981848,0.068912126,-0.006165914,-0.05651979,-0.038690474,0.15612122,0.13281494,-0.13350895,0.1485487,-0.0009764828,0.07143943,0.019871289,0.003053046,-0.2116716,0.31037992,-0.020230968,0.026282867,-0.14987414,-0.18746558,0.111373425,-0.21434188,-0.011170181,-0.09497843,0.058818184,-0.16132285,0.15512092,0.07679489,0.038692523,0.22689782,-0.21619634,-0.03834189,-0.028919153,0.044925775,-0.21458203,0.59903896,-0.07657287,0.09581913
